Gender,Age,Annual_Income,Income_Type,Employment_Status,Education,Credit_History,Approved
Female,21,128985,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,42,20543,State Servant,Unemployed,Academic Degree,Good,0
Male,37,36067,Pensioner,Unemployed,Secondary / Secondary Special,Bad,0
Male,51,66033,Commercial Associate,Employed,Incomplete Higher,Bad,0
Male,43,60256,State Servant,Employed,Lower Secondary,Bad,0
Male,22,168263,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,52,101803,Pensioner,Unemployed,Higher Education,Good,1
Female,45,133843,State Servant,Employed,Academic Degree,Good,1
Male,46,43992,State Servant,Employed,Incomplete Higher,Bad,0
Female,26,63803,State Servant,Employed,Higher Education,Good,1
Male,69,124975,Working,Unemployed,Lower Secondary,Bad,0
Female,55,159282,Working,Employed,Academic Degree,Good,1
Male,67,41270,State Servant,Employed,Lower Secondary,Bad,0
Female,23,151269,Working,Unemployed,Lower Secondary,Good,1
Female,36,22452,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,61,56486,State Servant,Unemployed,Academic Degree,Good,1
Female,74,29859,Commercial Associate,Employed,Lower Secondary,Good,1
Male,28,173308,Pensioner,Employed,Incomplete Higher,Good,1
Male,19,177971,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,64,47083,Pensioner,Employed,Higher Education,Good,1
Male,61,82708,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,61,126462,Pensioner,Employed,Incomplete Higher,Bad,0
Female,26,162735,Pensioner,Unemployed,Academic Degree,Good,1
Female,38,108076,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,41,34053,Commercial Associate,Employed,Incomplete Higher,Bad,0
Female,51,157157,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,39,176636,State Servant,Employed,Lower Secondary,Bad,1
Female,20,104745,State Servant,Employed,Higher Education,Good,1
Female,29,84517,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,45,167225,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,47,151319,State Servant,Employed,Higher Education,Good,1
Female,43,156625,Pensioner,Employed,Incomplete Higher,Good,1
Female,65,166883,Pensioner,Unemployed,Academic Degree,Good,1
Male,38,152207,Commercial Associate,Employed,Lower Secondary,Good,1
Female,45,151645,State Servant,Unemployed,Incomplete Higher,Good,1
Male,73,94267,Pensioner,Employed,Academic Degree,Good,1
Female,43,153261,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,50,95077,State Servant,Employed,Higher Education,Good,1
Male,38,91623,Working,Employed,Higher Education,Good,1
Female,52,146004,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,69,68687,State Servant,Unemployed,Incomplete Higher,Good,1
Male,51,83312,Commercial Associate,Employed,Lower Secondary,Good,1
Male,58,122615,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,68,145976,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,64,42564,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,0
Male,35,43835,Commercial Associate,Employed,Higher Education,Good,1
Female,28,22697,State Servant,Employed,Lower Secondary,Good,1
Male,74,95165,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,40,163118,State Servant,Unemployed,Academic Degree,Good,1
Female,65,72823,State Servant,Unemployed,Lower Secondary,Good,0
Female,39,24615,State Servant,Unemployed,Incomplete Higher,Good,0
Female,34,151132,Pensioner,Unemployed,Academic Degree,Bad,0
Female,22,145499,Pensioner,Employed,Secondary / Secondary Special,Bad,0
Female,61,91436,State Servant,Employed,Lower Secondary,Good,1
Female,28,135562,Working,Unemployed,Academic Degree,Good,1
Female,47,86117,State Servant,Employed,Lower Secondary,Good,1
Male,32,49782,Commercial Associate,Employed,Lower Secondary,Bad,0
Male,44,93533,Pensioner,Unemployed,Lower Secondary,Good,1
Female,52,87684,Pensioner,Employed,Secondary / Secondary Special,Bad,0
Male,50,94558,State Servant,Employed,Academic Degree,Good,1
Male,37,96422,State Servant,Employed,Higher Education,Good,1
Male,33,171328,Working,Unemployed,Higher Education,Good,1
Female,51,176077,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,19,21638,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,52,52419,State Servant,Employed,Lower Secondary,Good,1
Female,57,48377,State Servant,Employed,Academic Degree,Good,1
Male,73,121244,State Servant,Employed,Academic Degree,Bad,0
Male,45,38382,Pensioner,Employed,Incomplete Higher,Good,1
Male,64,168466,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,56,82789,Working,Unemployed,Higher Education,Good,1
Female,23,125634,Pensioner,Employed,Incomplete Higher,Good,1
Female,26,146936,Pensioner,Employed,Incomplete Higher,Good,1
Female,37,114572,Pensioner,Unemployed,Higher Education,Good,1
Male,18,159738,Pensioner,Employed,Higher Education,Good,1
Female,25,138664,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,72,167027,State Servant,Employed,Academic Degree,Good,1
Female,40,125674,Working,Employed,Incomplete Higher,Good,1
Male,20,118533,Working,Unemployed,Lower Secondary,Bad,0
Male,21,96845,Pensioner,Employed,Lower Secondary,Good,1
Male,42,84590,Pensioner,Unemployed,Lower Secondary,Good,1
Female,64,142775,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,55,81471,Pensioner,Employed,Lower Secondary,Bad,0
Female,32,58298,Working,Unemployed,Academic Degree,Good,1
Female,38,63924,Working,Employed,Secondary / Secondary Special,Good,1
Male,52,162781,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,74,24726,State Servant,Unemployed,Lower Secondary,Good,1
Female,70,55542,Working,Unemployed,Incomplete Higher,Bad,0
Male,70,166317,Working,Employed,Higher Education,Good,1
Male,63,49753,Commercial Associate,Employed,Incomplete Higher,Bad,0
Male,69,94788,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,31,36316,Working,Employed,Secondary / Secondary Special,Good,1
Male,53,99698,Pensioner,Unemployed,Secondary / Secondary Special,Bad,0
Male,29,30960,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,34,45791,Working,Employed,Academic Degree,Good,1
Female,56,40216,Pensioner,Unemployed,Academic Degree,Good,1
Male,26,178539,Working,Unemployed,Higher Education,Good,1
Female,52,79427,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,30,127470,State Servant,Unemployed,Lower Secondary,Bad,0
Male,32,88290,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Male,35,62014,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,68,150150,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Male,50,65519,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,23,19042,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,44,64052,Pensioner,Employed,Lower Secondary,Good,1
Female,40,29389,Pensioner,Employed,Higher Education,Good,1
Male,44,110961,Pensioner,Employed,Lower Secondary,Good,1
Female,51,83111,Working,Employed,Academic Degree,Good,1
Male,73,120058,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,63,108715,Commercial Associate,Employed,Lower Secondary,Good,1
Male,55,65733,State Servant,Unemployed,Secondary / Secondary Special,Bad,0
Female,31,49754,State Servant,Employed,Higher Education,Good,1
Male,53,164696,Working,Employed,Secondary / Secondary Special,Good,1
Male,70,100886,Working,Employed,Secondary / Secondary Special,Good,1
Male,25,172753,Pensioner,Unemployed,Lower Secondary,Good,1
Female,52,104524,State Servant,Employed,Higher Education,Good,1
Female,36,96006,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,47,39704,Pensioner,Unemployed,Secondary / Secondary Special,Bad,0
Female,31,109913,Commercial Associate,Employed,Higher Education,Good,1
Female,37,109108,Pensioner,Employed,Incomplete Higher,Good,1
Male,66,22493,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,0
Female,42,84639,Working,Employed,Higher Education,Bad,0
Female,57,69383,Pensioner,Unemployed,Lower Secondary,Bad,0
Female,41,149066,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Male,31,62234,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,43,143674,State Servant,Employed,Higher Education,Bad,0
Female,55,20594,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,40,22371,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Female,39,62315,State Servant,Unemployed,Secondary / Secondary Special,Bad,0
Male,65,142251,Commercial Associate,Employed,Academic Degree,Bad,1
Male,74,94526,Pensioner,Employed,Incomplete Higher,Good,1
Male,36,162698,Working,Unemployed,Higher Education,Good,1
Male,63,101005,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,68,120573,Pensioner,Employed,Academic Degree,Good,1
Female,20,153202,Commercial Associate,Employed,Academic Degree,Good,1
Male,59,152900,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Male,36,72514,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,26,163955,State Servant,Unemployed,Lower Secondary,Bad,0
Male,45,90986,State Servant,Employed,Incomplete Higher,Bad,0
Female,37,100959,State Servant,Employed,Lower Secondary,Good,1
Female,62,17035,Commercial Associate,Employed,Academic Degree,Bad,0
Female,24,124767,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,31,32241,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,26,67975,Working,Employed,Secondary / Secondary Special,Good,1
Male,72,169226,Commercial Associate,Employed,Higher Education,Good,1
Female,74,171697,Pensioner,Unemployed,Academic Degree,Bad,0
Male,36,71396,Pensioner,Unemployed,Secondary / Secondary Special,Bad,0
Male,64,133920,Working,Unemployed,Academic Degree,Good,1
Male,69,159403,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,31,101226,Pensioner,Unemployed,Incomplete Higher,Good,1
Female,73,99719,Pensioner,Employed,Academic Degree,Bad,1
Male,55,78014,Pensioner,Employed,Lower Secondary,Good,1
Male,70,54346,State Servant,Employed,Higher Education,Good,1
Male,53,85411,State Servant,Employed,Lower Secondary,Good,1
Male,57,158326,Working,Unemployed,Academic Degree,Good,1
Female,34,174693,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,47,91441,State Servant,Employed,Academic Degree,Bad,0
Female,26,61121,Commercial Associate,Unemployed,Higher Education,Good,1
Female,50,75197,Commercial Associate,Unemployed,Academic Degree,Bad,0
Male,73,99577,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,69,109634,Pensioner,Employed,Lower Secondary,Good,1
Male,42,115211,Working,Unemployed,Incomplete Higher,Good,0
Female,31,150909,Commercial Associate,Employed,Lower Secondary,Good,1
Male,28,158687,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,70,16466,State Servant,Unemployed,Secondary / Secondary Special,Good,0
Female,52,45771,Commercial Associate,Unemployed,Higher Education,Good,1
Male,58,98886,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,31,80911,Commercial Associate,Employed,Academic Degree,Bad,0
Male,47,166818,Pensioner,Employed,Lower Secondary,Good,1
Female,58,103422,Pensioner,Employed,Incomplete Higher,Good,1
Male,21,88369,Pensioner,Employed,Incomplete Higher,Good,1
Female,21,16893,Commercial Associate,Employed,Higher Education,Bad,0
Male,45,45573,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Female,25,111907,Working,Unemployed,Higher Education,Good,1
Female,19,114956,Working,Employed,Academic Degree,Good,1
Male,58,133580,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,63,179439,Pensioner,Unemployed,Higher Education,Good,1
Female,39,167271,State Servant,Unemployed,Lower Secondary,Good,1
Male,58,106404,Pensioner,Unemployed,Academic Degree,Bad,0
Female,73,72724,Working,Unemployed,Incomplete Higher,Good,1
Male,72,101133,Working,Employed,Higher Education,Good,1
Female,33,30989,Working,Employed,Academic Degree,Bad,0
Male,46,43931,Commercial Associate,Employed,Academic Degree,Good,1
Male,66,24290,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,65,136136,Pensioner,Unemployed,Incomplete Higher,Good,1
Female,47,94878,State Servant,Unemployed,Incomplete Higher,Good,1
Female,29,105477,State Servant,Unemployed,Higher Education,Bad,0
Female,52,141299,State Servant,Employed,Incomplete Higher,Good,1
Female,28,176205,Commercial Associate,Employed,Lower Secondary,Good,1
Male,63,120686,Working,Employed,Academic Degree,Good,1
Female,67,173124,Working,Employed,Incomplete Higher,Bad,0
Male,38,122286,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,38,55475,State Servant,Unemployed,Secondary / Secondary Special,Good,0
Female,22,97666,State Servant,Employed,Secondary / Secondary Special,Bad,0
Male,65,111622,Pensioner,Employed,Incomplete Higher,Good,1
Male,37,150705,Pensioner,Unemployed,Academic Degree,Good,1
Male,54,163376,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,20,122573,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Female,61,61546,State Servant,Unemployed,Academic Degree,Good,1
Male,50,22008,Pensioner,Employed,Incomplete Higher,Good,1
Female,70,63291,State Servant,Unemployed,Academic Degree,Good,1
Female,26,173477,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Male,26,51386,Working,Unemployed,Incomplete Higher,Good,1
Female,21,105909,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,52,166899,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,34,48040,Pensioner,Employed,Higher Education,Bad,0
Male,51,75354,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,41,93543,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Female,49,33157,Pensioner,Employed,Lower Secondary,Good,1
Female,18,50315,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,25,50932,Working,Unemployed,Academic Degree,Good,1
Female,62,167236,State Servant,Unemployed,Incomplete Higher,Bad,0
Male,40,160486,Commercial Associate,Unemployed,Higher Education,Bad,0
Male,64,160399,Pensioner,Unemployed,Academic Degree,Good,1
Male,57,128880,Working,Employed,Academic Degree,Bad,0
Male,29,147018,State Servant,Unemployed,Academic Degree,Good,1
Male,71,29693,Pensioner,Employed,Academic Degree,Good,1
Male,29,42241,State Servant,Unemployed,Higher Education,Bad,0
Female,63,130194,State Servant,Unemployed,Lower Secondary,Bad,0
Male,64,110790,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Female,32,161612,Commercial Associate,Employed,Academic Degree,Good,1
Female,58,87255,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,36,171153,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,43,26350,Pensioner,Employed,Academic Degree,Good,1
Female,69,71809,Pensioner,Unemployed,Lower Secondary,Bad,0
Female,46,116894,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,39,112557,Pensioner,Employed,Incomplete Higher,Good,1
Male,57,174441,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,38,46728,State Servant,Unemployed,Academic Degree,Good,0
Male,68,32576,State Servant,Unemployed,Higher Education,Good,0
Female,55,175073,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,37,98384,Working,Unemployed,Lower Secondary,Bad,0
Male,74,15390,State Servant,Unemployed,Incomplete Higher,Good,0
Female,46,60436,Commercial Associate,Employed,Incomplete Higher,Bad,0
Female,68,26569,Commercial Associate,Unemployed,Higher Education,Good,1
Female,21,159101,Commercial Associate,Unemployed,Higher Education,Good,1
Male,72,37490,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,24,60875,Commercial Associate,Unemployed,Academic Degree,Bad,0
Male,45,20867,Working,Employed,Lower Secondary,Good,1
Female,45,95820,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,21,114515,State Servant,Unemployed,Higher Education,Good,1
Male,39,24121,Commercial Associate,Employed,Lower Secondary,Good,1
Female,29,16539,Working,Unemployed,Academic Degree,Bad,0
Female,62,163099,Pensioner,Employed,Incomplete Higher,Bad,0
Male,20,142402,Working,Unemployed,Incomplete Higher,Good,1
Male,39,89229,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,61,154993,Working,Employed,Incomplete Higher,Bad,0
Male,19,65435,Pensioner,Unemployed,Academic Degree,Good,1
